Event ID,Title,Description,Event Type,Event DateTime,Duration (min),Location,Special?
874693,Science and Math Learning Center Tutoring East Campus Student Services,,Instruction,2/28/2024 3:30:00 PM,240,EnGeo 0303 ,False
879226,Anxiety Toolbox Part 3,,Workshop,2/28/2024 5:15:00 PM,60,Success Center 1075,False
876364,Practicing Presence in Plain Sight: A Collaborative Meditation with Dr. Mark Gabriele,,Wellness,2/28/2024 5:30:00 PM,60,"The Union, Warren 419 (The Serenity Center)",False
868904,Learn to Climb,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,2/28/2024 6:00:00 PM,60,UREC Adventure Instruction (Room 135),False
875683,Leslie George Speakout Philanthropy ,,Speaker,2/28/2024 6:00:00 PM,240,Grafton-Stovall Theatre,False
880136,The Healing Power of Gratitude," Join us for this workshop that reviews how practicing gratitude can positively impact our emotional well-being and how to start practicing gratitude in your day-to-day life. This is a first come, first serve event. No registration is required.",Workshop,2/28/2024 6:30:00 PM,60,"Student Success Center, 3240",False
865754,Vegan around the World ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,2/28/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
868713,Sweet Dreams Are Made of These, REGISTER,Wellness - UREC,2/28/2024 7:00:00 PM,60,UREC Meeting Room (Room 124),False
854658,The SpongeBob Musical,"Who lives in a pineapple under the sea and became the hottest star on Broadway? Why, it’s SpongeBob SquarePants! Plunge into this stunning all-singing, all-dancing, dynamic stage show! When the citizens of Bikini Bottom discover that a volcano will soon erupt and destroy their humble home, SpongeBob and his friends come together to save the fate of their undersea world. With lives hanging in the balance and all hope lost, a most unexpected hero rises. The power of optimism really can save the world in this amazing musical featuring irresistible characters and magical music. This deep-sea pearl of a show is set to make a splash with audiences young and old. Featuring students from JMU’s School of Theatre and Dance and School of Music.Based On The Series by Stephen Hillenburg  Book by Kyle Jarrow  Musical Production Conceived by Tina Landau  Original Songs by Yolanda Adams, Steven Tyler and Joe Perry of Aerosmith, Sara Bareilles, Jonathan Coulton, Alex Ebert of Edward Sharpe & the Magnetic Zeros, The Flaming Lips, Lady A, Cyndi Lauper, John Legend, Panic! At the Disco, Plain White T’s, They Might Be Giants, T.I.  And Songs by David Bowie, Tom Kenny & Andy Paley  Additional Lyrics by Jonathan Coulton / Additional Music by Tom Kitt  Nickelodeon, SpongeBob SquarePants, and all related titles, logos, and characters are trademarks of Viacom International Inc.  BUY SUBSCRIPTION     BUY SINGLE TICKETS  Price  Regular: $27  Subscriber: $25  JMU Fac/Staff: $26  Senior (62+): $26  Students: $15  Child: $25  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.  Seating: Reserved  Patron Policies   ",Performance,2/28/2024 7:30:00 PM,0,"Forbes Center, Mainstage Theatre",False
853684,RUF Large Group,,Religious Activity,2/28/2024 8:00:00 PM,120,"The Union, Taylor 405",False
869907,CHBS Viewpoints on Health,,Seminar,2/29/2024 9:00:00 AM,120,"The Union, Warren 256",False
880322,Anxiety Toolbox Part 1,,Workshop,2/29/2024 9:15:00 AM,90,Success Center 1075,False
846511,Teacher Recruitment Day,,Fair,2/29/2024 10:00:00 AM,360,Festival Ballroom Grand,False
867055,Crafternoon,,Social,2/29/2024 12:00:00 PM,180,The Union Info / Sales Table 2 (3rd Floor Warren),False
874677,"Science and Math Learning Center Tutoring, East Campus Services",,Instruction,2/29/2024 2:00:00 PM,300,EnGeo 0303 ,False
874935,Intro to 3D Modeling with Tinkercad,,Workshop,2/29/2024 2:30:00 PM,60,Rose Library room 5308,False
879331,Anxiety Toolbox,,Workshop,2/29/2024 5:30:00 PM,60,Miller Hall 2170,False
868916,Learn to Boulder,  Learn more and sign up on urecregister.jmu.edu! ,Recreational Event,2/29/2024 6:00:00 PM,60,UREC Adventure Center (Room 134),False
864310,Easy Plant-Based Cooking ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,2/29/2024 6:30:00 PM,60,UREC Demo Kitchen (Room 129a),False
846515,Underground Sound Concert Series ,,Concert,2/29/2024 6:30:00 PM,90,"The Union, TDU Stage",False
865685,Smart Shopping , Learn more and sign up on urecregister.jmu.edu!,Recreational Event,2/29/2024 7:00:00 PM,60,UREC Club Room (Room 220),False
854659,The SpongeBob Musical,"Who lives in a pineapple under the sea and became the hottest star on Broadway? Why, it’s SpongeBob SquarePants! Plunge into this stunning all-singing, all-dancing, dynamic stage show! When the citizens of Bikini Bottom discover that a volcano will soon erupt and destroy their humble home, SpongeBob and his friends come together to save the fate of their undersea world. With lives hanging in the balance and all hope lost, a most unexpected hero rises. The power of optimism really can save the world in this amazing musical featuring irresistible characters and magical music. This deep-sea pearl of a show is set to make a splash with audiences young and old. Featuring students from JMU’s School of Theatre and Dance and School of Music.Based On The Series by Stephen Hillenburg  Book by Kyle Jarrow  Musical Production Conceived by Tina Landau  Original Songs by Yolanda Adams, Steven Tyler and Joe Perry of Aerosmith, Sara Bareilles, Jonathan Coulton, Alex Ebert of Edward Sharpe & the Magnetic Zeros, The Flaming Lips, Lady A, Cyndi Lauper, John Legend, Panic! At the Disco, Plain White T’s, They Might Be Giants, T.I.  And Songs by David Bowie, Tom Kenny & Andy Paley  Additional Lyrics by Jonathan Coulton / Additional Music by Tom Kitt  Nickelodeon, SpongeBob SquarePants, and all related titles, logos, and characters are trademarks of Viacom International Inc.  BUY SUBSCRIPTION     BUY SINGLE TICKETS  Price  Regular: $27  Subscriber: $25  JMU Fac/Staff: $26  Senior (62+): $26  Students: $15  Child: $25  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.  Seating: Reserved  Patron Policies   ",Performance,2/29/2024 7:30:00 PM,0,"Forbes Center, Mainstage Theatre",False
855017,JMU Symphonic Band ,"The JMU Symphonic Band is under the direction of Stephen P. Bolstad. BUY SINGLE TICKETS   Price  Regular: $12  JMU Fac/Staff: $10  Senior (62+): $10  Students: $5  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, box office (in person at 147 Warsaw Ave. or by phone at 540.568.7000).   Seating: Reserved   Patron Policies",Concert,2/29/2024 8:00:00 PM,0,"Forbes Center, Concert Hall",False
868243,Learn to Kayak Roll,,Recreational Event,2/29/2024 9:00:00 PM,120,UREC Pool (Lane 1),False
880137,The Healing Power of Gratitude," Join us for this workshop that reviews how practicing gratitude can positively impact our emotional well-being and how to start practicing gratitude in your day-to-day life. This is a first come, first serve event. No registration is required.",Workshop,3/1/2024 10:30:00 AM,60,"Student Success Center, 3240",False
878474,Cope60,Cope60 offers the quickest way to learn evidence-based strategies and practice skills to reduce stress symptoms and increase relaxation.This 60-minute workshop allows you to practice and learn a variety of skills while gaining valuable information including:  - Breathing techniques to decrease stress and increase focus  - Muscle relaxation  - Strategies to recognize and challenge unhelpful thoughts  - Grounding techniques  - Stress management resources,Workshop,3/1/2024 11:00:00 AM,60,"Student Success Center, Counseling Center 3105",False
865749,Satisfy Your Sweet Tooth ,  Learn more and sign up on urecregister.jmu.edu! ,Wellness - UREC,3/1/2024 12:00:00 PM,60,UREC Demo Kitchen (Room 129a),False
880127,Practicing Self-Compassion,"We all love to be supportive and caring friends to others, but do you know how to care for and support yourself? Join us for a workshop on self-compassion to understand the difference between self-kindness and self-judgement and so much more! NO REGISTRATION REQUIRED – This is a first come, first serve event.",Workshop,3/1/2024 12:30:00 PM,60,"Student Success Center, 3240",False
880580,Ethical Reasoning in Action ,,Workshop,3/1/2024 1:00:00 PM,90,"The Union, Taylor 404",False
879741,Why Do We Procrastinate?,,Workshop,3/1/2024 2:30:00 PM,60,Miller Hall 1107,False
872364,JMU Baseball vs Cornell,,Competition - Athletic,3/1/2024 3:00:00 PM,150,Veteran Memorial Baseball Stadium (Eagle Field),False
880128,Practicing Self-Compassion,"We all love to be supportive and caring friends to others, but do you know how to care for and support yourself? Join us for a workshop on self-compassion to understand the difference between self-kindness and self-judgement and so much more! NO REGISTRATION REQUIRED – This is a first come, first serve event.",Workshop,3/1/2024 3:00:00 PM,60,"Student Success Center, 3240",False
856504,Mega Shabbat,,Religious Activity,3/1/2024 4:00:00 PM,465,The Union Ballroom,False
880341,Shades of Strength: Black Women&#39;s Resistance,"Please join us for a First Friday reception featuring our sixth exhibit, Shades of Strength: Black Women’s Resistance, curated by Furious Flower Carmen R. Gillespie Fellows India Williams and Taylor Nauflett.   Poetry is an art form many embrace. It has become a powerful means of resistance for marginalized groups. Black identity and womanhood intersect, prompting a compelling question: What is the essence of being both Black and a woman? Within the realm of conventional and unconventional poetry, Black women are often overlooked and neglected. Yet, they have a profound sense of what it means to be oppressed and to resist. They stand as mediators, storytellers, and resisters; reverberating with untold narratives in the form of verses that protest against the erasure of their experiences.     All First Friday receptions at Furious Flower Broadside Gallery are free and open to the public. Light refreshments are provided.    ",Special Event,3/1/2024 5:00:00 PM,120,Cardinal House,False
880598,"Spring 2024 Furious Flower Broadside Gallery, First Friday Event with Arts Council of the Valley","Broadside Gallery Poetry Display and Open House Reception:  “Shades of Strength: Black Women’s Resistance”.  (Gillespie Fellows, Graduate Students and Center director are on site for discussion and question of displayed poems/broadsides).  Submitted by CMSS ",Special Event,3/1/2024 5:00:00 PM,120,Cardinal House,False
876186,JMU Bible and Prayer Fellowship,,Religious Activity,3/1/2024 6:30:00 PM,150,"The Union, Taylor 302",False
854660,The SpongeBob Musical,"Who lives in a pineapple under the sea and became the hottest star on Broadway? Why, it’s SpongeBob SquarePants! Plunge into this stunning all-singing, all-dancing, dynamic stage show! When the citizens of Bikini Bottom discover that a volcano will soon erupt and destroy their humble home, SpongeBob and his friends come together to save the fate of their undersea world. With lives hanging in the balance and all hope lost, a most unexpected hero rises. The power of optimism really can save the world in this amazing musical featuring irresistible characters and magical music. This deep-sea pearl of a show is set to make a splash with audiences young and old. Featuring students from JMU’s School of Theatre and Dance and School of Music.Based On The Series by Stephen Hillenburg  Book by Kyle Jarrow  Musical Production Conceived by Tina Landau  Original Songs by Yolanda Adams, Steven Tyler and Joe Perry of Aerosmith, Sara Bareilles, Jonathan Coulton, Alex Ebert of Edward Sharpe & the Magnetic Zeros, The Flaming Lips, Lady A, Cyndi Lauper, John Legend, Panic! At the Disco, Plain White T’s, They Might Be Giants, T.I.  And Songs by David Bowie, Tom Kenny & Andy Paley  Additional Lyrics by Jonathan Coulton / Additional Music by Tom Kitt  Nickelodeon, SpongeBob SquarePants, and all related titles, logos, and characters are trademarks of Viacom International Inc.  BUY SUBSCRIPTION     BUY SINGLE TICKETS  Price  Regular: $27  Subscriber: $25  JMU Fac/Staff: $26  Senior (62+): $26  Students: $15  Child: $25  STUDENT TICKETS: One per ID. JMU Student - In Person and online via student login. Other Student - In Person only.  TICKETS: Online, In Person, or by phone at (540) 568-7000. No refunds. No exchanges for single tickets.  Seating: Reserved  Patron Policies   ",Performance,3/1/2024 7:30:00 PM,0,"Forbes Center, Mainstage Theatre",False
